id,author,author-aux,author-orcid,booktitle,cdate,cdrom,cite,cite-label,crossref,editor,editor-orcid,ee,ee-type,i,journal,key,mdate,month,note,note-type,number,pages,publisher,publtype,sub,sup,title,title-bibtex,tt,url,volume,year
31722,Daniel Quint,,,,,,,,,,,https://doi.org/10.1016/j.jet.2014.05.004,,,J. Econ. Theory,journals/jet/Quint14,2020-02-24,,,,,266-290,,,,,Imperfect competition with complements and substitutes.,,,db/journals/jet/jet152.html#Quint14,152,2014.0
31723,Lars Ehlers,,,,,,,,,,,https://doi.org/10.1016/j.jet.2018.04.008,,,J. Econ. Theory,journals/jet/Ehlers18,2020-02-24,,,,,393-407,,,,,Strategy-proofness and essentially single-valued cores revisited.,,,db/journals/jet/jet176.html#Ehlers18,176,2018.0
31724,Juan Pablo Rincón-Zapatero|Manuel S. Santos,,0000-0002-5729-0630,,,,,,,,,https://doi.org/10.1016/j.jet.2009.02.006,,,J. Econ. Theory,journals/jet/Rincon-ZapateroS09,2020-02-24,,,,5,1948-1964,,,,,Differentiability of the value function without interiority assumptions.,,,db/journals/jet/jet144.html#Rincon-ZapateroS09,144,2009.0
31725,Barton L. Lipman|Ruqu Wang,,,,,,,,,,,https://doi.org/10.1006/jeth.2000.2655,,,J. Econ. Theory,journals/jet/LipmanW00,2020-02-24,,,,2,149-190,,,,,Switching Costs in Frequently Repeated Games.,,,db/journals/jet/jet93.html#LipmanW00,93,2000.0
31726,Soroush Saghafian,,0000-0002-9781-6561,,,,,,,,,https://doi.org/10.1016/j.jet.2018.08.006,,,J. Econ. Theory,journals/jet/Saghafian18,2020-02-24,,,,,1-35,,,,,Ambiguous partially observable Markov decision processes: Structural results and applications.,,,db/journals/jet/jet178.html#Saghafian18,178,2018.0
31727,Gary Charness|Guillaume Fréchette|Margarida Corominas-Bosch,,,,,,,,,,,https://doi.org/10.1016/j.jet.2005.06.009,,,J. Econ. Theory,journals/jet/CharnessCF07,2020-02-24,,,,1,28-65,,,,,Bargaining and network structure: An experiment.,,,db/journals/jet/jet136.html#CharnessCF07,136,2007.0
31728,Edouard Challe|François Le Grand|Xavier Ragot,,0000-0002-1505-5851,,,,,,,,,https://doi.org/10.1016/j.jet.2013.10.003|https://www.wikidata.org/entity/Q62629994,,,J. Econ. Theory,journals/jet/ChalleGR13,2020-02-24,,,,6,2483-2519,,,,,"Incomplete markets, liquidation risk, and the term structure of interest rates.",,,db/journals/jet/jet148.html#ChalleGR13,148,2013.0
31729,Julien Hugonnier,,0000-0003-1356-5070,,,,,,,,,https://doi.org/10.1016/j.jet.2012.05.003,,,J. Econ. Theory,journals/jet/Hugonnier12,2020-02-24,,,,6,2260-2302,,,,,Rational asset pricing bubbles and portfolio constraints.,,,db/journals/jet/jet147.html#Hugonnier12,147,2012.0
31730,Rene Saran,,,,,,,,,,,https://doi.org/10.1016/j.jet.2011.03.009,,,J. Econ. Theory,journals/jet/Saran11,2020-02-24,,,,4,1712-1720,,,,,Menu-dependent preferences and revelation principle.,,,db/journals/jet/jet146.html#Saran11,146,2011.0
31731,Randall Wright,,,,,,,,,,,https://doi.org/10.1016/j.jet.2009.11.004,,,J. Econ. Theory,journals/jet/Wright10,2020-02-24,,,,1,382-391,,,,,A uniqueness proof for monetary steady state.,,,db/journals/jet/jet145.html#Wright10,145,2010.0
31732,Debasis Mishra,,,,,,,,,,,https://doi.org/10.1016/j.jet.2016.03.011,,,J. Econ. Theory,journals/jet/Mishra16,2020-02-24,,,,,925-954,,,,,Ordinal Bayesian incentive compatibility in restricted domains.,,,db/journals/jet/jet163.html#Mishra16,163,2016.0
31733,Archishman Chakraborty|Rick Harbaugh,,,,,,,,,,,https://doi.org/10.1016/j.jet.2005.07.003,,,J. Econ. Theory,journals/jet/ChakrabortyH07,2020-02-24,,,,1,70-94,,,,,Comparative cheap talk.,,,db/journals/jet/jet132.html#ChakrabortyH07,132,2007.0
31734,Dirk Bergemann|Philipp Strack,,0000-0002-7960-9243,,,,,,,,,https://doi.org/10.1016/j.jet.2015.05.009,,,J. Econ. Theory,journals/jet/BergemannS15,2020-02-24,,,,,819-853,,,,,Dynamic revenue maximization: A continuous time approach.,,,db/journals/jet/jet159.html#BergemannS15,159,2015.0
31735,François Maniquet,,,,,,,,,,,https://doi.org/10.1016/S0022-0531(02)00036-4,,,J. Econ. Theory,journals/jet/Maniquet03,2020-02-24,,,,1,90-103,,,,,A characterization of the Shapley value in queueing problems.,,,db/journals/jet/jet109.html#Maniquet03,109,2003.0
31736,Felix Ketelaar|Inga Deimen|Mark Thordal-Le Quement,,0000-0002-7332-2380,,,,,,,,,https://doi.org/10.1016/j.jet.2015.08.004,,,J. Econ. Theory,journals/jet/DeimenKQ15,2020-02-24,,,,,24-35,,,,,Consistency and communication in committees.,,,db/journals/jet/jet160.html#DeimenKQ15,160,2015.0
31737,Paolo G. Piacquadio,,,,,,,,,,,https://doi.org/10.1016/j.jet.2014.06.001,,,J. Econ. Theory,journals/jet/Piacquadio14,2020-02-24,,,,,117-127,,,,,Intergenerational egalitarianism.,,,db/journals/jet/jet153.html#Piacquadio14,153,2014.0
31738,Frédéric Koessler|Vasiliki Skreta,,,,,,,,,,,https://doi.org/10.1016/j.jet.2016.06.004,,,J. Econ. Theory,journals/jet/KoesslerS16,2020-02-24,,,,,456-471,,,,,Informed seller with taste heterogeneity.,,,db/journals/jet/jet165.html#KoesslerS16,165,2016.0
31739,Klaus Nehring,,,,,,,,,,,https://doi.org/10.1016/j.jet.2008.05.009,,,J. Econ. Theory,journals/jet/Nehring09,2020-02-24,,,,3,1054-1091,,,,,Imprecise probabilistic beliefs as a context for decision-making under ambiguity.,,,db/journals/jet/jet144.html#Nehring09,144,2009.0
31740,Andrés Carvajal|Herakles M. Polemarchakis,,,,,,,,,,,https://doi.org/10.1016/j.jet.2011.03.012,,,J. Econ. Theory,journals/jet/CarvajalP11,2020-02-24,,,,4,1569-1597,,,,,Idiosyncratic risk and financial policy.,,,db/journals/jet/jet146.html#CarvajalP11,146,2011.0
31741,Alex Xi He|Feng Gao|Ping He 0005,,0000-0002-4811-8636,,,,,,,,,https://doi.org/10.1016/j.jet.2018.05.012,,,J. Econ. Theory,journals/jet/GaoHH18,2020-02-24,,,,,70-100,,,,,A theory of intermediated investment with hyperbolic discounting investors.,,,db/journals/jet/jet177.html#GaoHH18,177,2018.0
31742,Efe A. Ok|Levent Koçkesen|Rajiv Sethi,,0000-0001-6877-0739,,,,,,,,,https://doi.org/10.1006/jeth.1999.2587,,,J. Econ. Theory,journals/jet/KockesenOS00,2020-02-24,,,,2,274-299,,,,,The Strategic Advantage of Negatively Interdependent Preferences.,,,db/journals/jet/jet92.html#KockesenOS00,92,2000.0
31743,Jie Qin,,0000-0001-8742-5228,,,,,,,,,https://doi.org/10.1016/j.jet.2015.08.010,,,J. Econ. Theory,journals/jet/Qin15,2020-02-24,,,,,150-174,,,,,"A model of regret, investor behavior, and market turbulence.",,,db/journals/jet/jet160.html#Qin15,160,2015.0
31744,Kevin L. Reffett|Lukasz Balbus|Lukasz Wozny,,0000-0002-4777-0163,,,,,,,,,https://doi.org/10.1016/j.jet.2018.04.003,,,J. Econ. Theory,journals/jet/BalbusRW18,2020-10-26,,,,,293-310,,,,,On uniqueness of time-consistent Markov policies for quasi-hyperbolic consumers under uncertainty.,,,db/journals/jet/jet176.html#BalbusRW18,176,2018.0
31745,Georg Nöldeke|Stephan Lauermann,,0000-0001-6651-9890|0000-0002-0327-693X,,,,,,,,,https://doi.org/10.1016/j.jet.2013.11.001,,,J. Econ. Theory,journals/jet/LauermannN14,2020-10-26,,,,,163-195,,,,,Stable marriages and search frictions.,,,db/journals/jet/jet151.html#LauermannN14,151,2014.0
31746,Massimiliano Amarante,,,,,,,,,,,https://doi.org/10.1016/j.jet.2009.04.001,,,J. Econ. Theory,journals/jet/Amarante09,2020-02-24,,,,5,2146-2173,,,,,Foundations of neo-Bayesian statistics.,,,db/journals/jet/jet144.html#Amarante09,144,2009.0
31747,Christos H. Papadimitriou|Constantinos Daskalakis,,,,,,,,,,,https://doi.org/10.1016/j.jet.2014.02.002,,,J. Econ. Theory,journals/jet/DaskalakisP15,2020-02-24,,,,,207-245,,,,,Approximate Nash equilibria in anonymous games.,,,db/journals/jet/jet156.html#DaskalakisP15,156,2015.0
31748,Paul J. Healy,,0000-0002-2580-7375,,,,,,,,,https://doi.org/10.1016/j.jet.2005.03.002,,,J. Econ. Theory,journals/jet/Healy06,2020-02-24,,,,1,114-149,,,,,Learning dynamics for mechanism design: An experimental comparison of public goods mechanisms.,,,db/journals/jet/jet129.html#Healy06,129,2006.0
31749,Kyungmin Kim,,,,,,,,,,,https://doi.org/10.1016/j.jet.2017.02.012,,,J. Econ. Theory,journals/jet/Kim17,2020-02-24,,,,,365-399,,,,,Information about sellers' past behavior in the market for lemons.,,,db/journals/jet/jet169.html#Kim17,169,2017.0
31750,Rabah Amir|Val E. Lambson,,,,,,,,,,,https://doi.org/10.1016/S0022-0531(03)00002-4,,,J. Econ. Theory,journals/jet/AmirL03,2020-02-24,,,,1,191-203,,,,,"Entry, exit, and imperfect competition in the long run.",,,db/journals/jet/jet110.html#AmirL03,110,2003.0
31751,Qingmin Liu,,,,,,,,,,,https://doi.org/10.1016/j.jet.2009.02.002,,,J. Econ. Theory,journals/jet/Liu09,2020-02-24,,,,5,2115-2145,,,,,On redundant types and Bayesian formulation of incomplete information.,,,db/journals/jet/jet144.html#Liu09,144,2009.0
31752,Ben Polak|Simon Grant,,,,,,,,,,,https://doi.org/10.1016/j.jet.2012.11.003,,,J. Econ. Theory,journals/jet/GrantP13,2020-02-24,,,,4,1361-1398,,,,,Mean-dispersion preferences and constant absolute uncertainty aversion.,,,db/journals/jet/jet148.html#GrantP13,148,2013.0
31753,Matthew Mitchell|Yuzhe Zhang,,,,,,,,,,,https://doi.org/10.1016/j.jet.2010.03.016,,,J. Econ. Theory,journals/jet/MitchellZ10,2020-02-24,,,,6,2078-2107,,,,,Unemployment insurance with hidden savings.,,,db/journals/jet/jet145.html#MitchellZ10,145,2010.0
31754,Emre Ozdenoren,,,,,,,,,,,https://doi.org/10.1006/jeth.2001.2824,,,J. Econ. Theory,journals/jet/Ozdenoren02,2020-02-24,,,,2,531-539,,,,,Completing the State Space with Subjective States.,,,db/journals/jet/jet105.html#Ozdenoren02,105,2002.0
31755,Aytek Erdil,,,,,,,,,,,https://doi.org/10.1016/j.jet.2013.11.002,,,J. Econ. Theory,journals/jet/Erdil14,2020-02-24,,,,,146-162,,,,,Strategy-proof stochastic assignment.,,,db/journals/jet/jet151.html#Erdil14,151,2014.0
31756,Larry Samuelson,,,,,,,,,,,https://doi.org/10.1006/jeth.2000.2754,,,J. Econ. Theory,journals/jet/Samuelson01a,2020-02-24,,,,2,320-366,,,,,"Analogies, Adaptation, and Anomalies.",,,db/journals/jet/jet97.html#Samuelson01a,97,2001.0
31757,Metin Uyanik,,0000-0003-0224-7851,,,,,,,,,https://doi.org/10.1016/j.jet.2015.04.005,,,J. Econ. Theory,journals/jet/Uyanik15,2020-02-24,,,,,213-231,,,,,On the nonemptiness of the α-core of discontinuous games: Transferable and nontransferable utilities.,,,db/journals/jet/jet158.html#Uyanik15,158,2015.0
31758,John Geanakoplos|Yves Balasko,,0000-0001-7693-8124,,,,,,,,,https://doi.org/10.1016/j.jet.2012.01.022,,,J. Econ. Theory,journals/jet/BalaskoG12,2020-02-24,,,,2,400-406,,,,,Introduction to general equilibrium.,,,db/journals/jet/jet147.html#BalaskoG12,147,2012.0
31759,Belén Jerez,,,,,,,,,,,https://doi.org/10.1016/S0022-0531(03)00064-4,,,J. Econ. Theory,journals/jet/Jerez03,2020-02-24,,,,1,1-34,,,,,A dual characterization of incentive efficiency.,,,db/journals/jet/jet112.html#Jerez03,112,2003.0
31760,Alexei Savvateev|Daniil Musatov|Shlomo Weber,,0000-0002-6942-2282,,,,,,,,,https://doi.org/10.1016/j.jet.2016.09.001,,,J. Econ. Theory,journals/jet/MusatovSW16,2020-10-26,,,,,282-303,,,,,Gale-Nikaido-Debreu and Milgrom-Shannon: Communal interactions with endogenous community structures.,,,db/journals/jet/jet166.html#MusatovSW16,166,2016.0
31761,David K. Levine|Drew Fudenberg,,,,,,,,,,,https://doi.org/10.1016/j.jet.2005.08.006,,,J. Econ. Theory,journals/jet/FudenbergL07,2020-02-24,,,,1,461-473,,,,,The Nash-threats folk theorem with communication and approximate common knowledge in two player games.,,,db/journals/jet/jet132.html#FudenbergL07,132,2007.0
31762,Aaron M. Kolb|Vincent Conitzer,,,,,,,,,,,https://doi.org/10.1016/j.jet.2020.105094,,,J. Econ. Theory,journals/jet/KolbC20,2020-10-02,,,,,105094,,,,,Crying about a strategic wolf: A theory of crime and warning.,,,db/journals/jet/jet189.html#KolbC20,189,2020.0
31763,Hervé Moulin|Indrajit Ray|Sonali Sen Gupta,,0000-0002-8731-463X,,,,,,,,,https://doi.org/10.1016/j.jet.2013.10.008,,,J. Econ. Theory,journals/jet/MoulinRG14,2020-02-24,,,,,852-865,,,,,Improving Nash by coarse correlation.,,,db/journals/jet/jet150.html#MoulinRG14,150,2014.0
31764,Zvika Neeman,,0000-0002-8719-9969,,,,,,,,,https://doi.org/10.1016/j.jet.2003.09.001,,,J. Econ. Theory,journals/jet/Neeman04,2020-10-26,,,,1,55-77,,,,,The relevance of private information in mechanism design.,,,db/journals/jet/jet117.html#Neeman04,117,2004.0
31765,Joseph M. Ostroy|Sushil Bikhchandani,,,,,,,,,,,https://doi.org/10.1006/jeth.2001.2957,,,J. Econ. Theory,journals/jet/BikhchandaniO02,2020-02-24,,,,2,377-406,,,,,The Package Assignment Model.,,,db/journals/jet/jet107.html#BikhchandaniO02,107,2002.0
31766,Michael Ben-Gad,,0000-0001-8641-4199,,,,,,,,,https://doi.org/10.1016/S0022-0531(03)00027-9,,,J. Econ. Theory,journals/jet/Ben-Gad03,2020-02-24,,,,2,322-344,,,,,Fiscal policy and indeterminacy in models of endogenous growth.,,,db/journals/jet/jet108.html#Ben-Gad03,108,2003.0
31767,Jinwoo Kim 0003|Youngwoo Koh,,0000-0002-2401-5173,,,,,,,,,https://doi.org/10.1016/j.jet.2020.105029,,,J. Econ. Theory,journals/jet/KimK20,2020-05-22,,,,,105029,,,,,Learning rivals' information in interdependent value auctions.,,,db/journals/jet/jet187.html#KimK20,187,2020.0
31768,Dan Bernhardt|Francesco Squintani|John Duggan,,0000-0001-8554-2594,,,,,,,,,https://doi.org/10.1016/j.jet.2008.05.013,,,J. Econ. Theory,journals/jet/BernhardtDS09,2020-10-26,,,,5,2021-2056,,,,,Private polling in elections and voter welfare.,,,db/journals/jet/jet144.html#BernhardtDS09,144,2009.0
31769,Marc-Andreas Muendler,,,,,,,,,,,https://doi.org/10.1016/j.jet.2005.10.006,,,J. Econ. Theory,journals/jet/Muendler07,2020-02-24,,,,1,467-483,,,,,The possibility of informationally efficient markets.,,,db/journals/jet/jet133.html#Muendler07,133,2007.0
31770,John Duggan,,0000-0001-8554-2594,,,,,,,,,https://doi.org/10.1016/j.jet.2016.02.004,,,J. Econ. Theory,journals/jet/Duggan16,2020-10-26,,,,,658-683,,,,,Limits of acyclic voting.,,,db/journals/jet/jet163.html#Duggan16,163,2016.0
31771,David Sturrock|Yuval Heller,,0000-0001-9712-5771,,,,,,,,,https://doi.org/10.1016/j.jet.2020.105024,,,J. Econ. Theory,journals/jet/HellerS20,2020-05-22,,,,,105024,,,,,Promises and endogenous reneging costs.,,,db/journals/jet/jet187.html#HellerS20,187,2020.0
31772,Edward J. Green,,,,,,,,,,,https://doi.org/10.1016/j.jet.2008.01.009,,,J. Econ. Theory,journals/jet/Green09,2020-02-24,,,,6,2266-2276,,,,,Heterogeneous producers facing common shocks: An overlapping-generations example.,,,db/journals/jet/jet144.html#Green09,144,2009.0
31773,Tymofiy Mylovanov,,,,,,,,,,,https://doi.org/10.1016/j.jet.2007.02.004,,,J. Econ. Theory,journals/jet/Mylovanov08,2020-02-24,,,,1,297-307,,,,,Veto-based delegation.,,,db/journals/jet/jet138.html#Mylovanov08,138,2008.0
31774,Fuhito Kojima|John William Hatfield|Yusuke Narita,,0000-0002-1154-2652,,,,,,,,,https://doi.org/10.1016/j.jet.2016.07.001,,,J. Econ. Theory,journals/jet/HatfieldKN16,2020-02-24,,,,,186-211,,,,,Improving schools through school choice: A market design approach.,,,db/journals/jet/jet166.html#HatfieldKN16,166,2016.0
31775,Florian Schoppmann|Tim Roughgarden,,,,,,,,,,,https://doi.org/10.1016/j.jet.2014.04.005,,,J. Econ. Theory,journals/jet/RoughgardenS15,2020-02-24,,,,,317-342,,,,,Local smoothness and the price of anarchy in splittable congestion games.,,,db/journals/jet/jet156.html#RoughgardenS15,156,2015.0
31776,Luís M. B. Cabral,,,,,,,,,,,https://doi.org/10.1006/jeth.2001.2796,,,J. Econ. Theory,journals/jet/Cabral02,2020-02-24,,,,2,471-479,,,,,Increasing Dominance with No Efficiency Effect.,,,db/journals/jet/jet102.html#Cabral02,102,2002.0
31777,Itai Arieli|Yakov Babichenko,,,,,,,,,,,https://doi.org/10.1016/j.jet.2012.05.001,,,J. Econ. Theory,journals/jet/ArieliB12,2020-02-24,,,,6,2376-2398,,,,,Average testing and Pareto efficiency.,,,db/journals/jet/jet147.html#ArieliB12,147,2012.0
31778,Subir Chattopadhyay,,,,,,,,,,,https://doi.org/10.1016/j.jet.2005.03.004,,,J. Econ. Theory,journals/jet/Chattopadhyay06,2020-02-24,,,,1,282-294,,,,,Optimality in stochastic OLG models: Theory for tests.,,,db/journals/jet/jet131.html#Chattopadhyay06,131,2006.0
31779,Florin O. Bilbiie,,,,,,,,,,,https://doi.org/10.1016/j.jet.2007.07.008,,,J. Econ. Theory,journals/jet/Bilbiie08,2020-02-24,,,,1,162-196,,,,,"Limited asset markets participation, monetary policy and (inverted) aggregate demand logic.",,,db/journals/jet/jet140.html#Bilbiie08,140,2008.0
31780,Bruce McGough|George W. Evans,,,,,,,,,,,https://doi.org/10.1016/j.jet.2019.104987,,,J. Econ. Theory,journals/jet/EvansM20,2020-02-28,,,,,104987,,,,,Stable near-rational sunspot equilibria.,,,db/journals/jet/jet186.html#EvansM20,186,2020.0
31781,Max R. Blouin,,,,,,,,,,,https://doi.org/10.1016/S0022-0531(02)00019-4,,,J. Econ. Theory,journals/jet/Blouin03,2020-02-24,,,,1,130-139,,,,,Quality undersupply and oversupply.,,,db/journals/jet/jet109.html#Blouin03,109,2003.0
31782,Benoit Julien|Ian King|John Kennes,,0000-0002-3993-9854,,,,,,,,,https://doi.org/10.1016/j.jet.2006.10.009,,,J. Econ. Theory,journals/jet/JulienKK08,2020-02-24,,,,1,196-217,,,,,Bidding for money.,,,db/journals/jet/jet142.html#JulienKK08,142,2008.0
31783,Grigory Kosenok|Sergei Severinov,,,,,,,,,,,https://doi.org/10.1016/j.jet.2007.07.002,,,J. Econ. Theory,journals/jet/KosenokS08,2020-02-24,,,,1,126-161,,,,,"Individually rational, budget-balanced mechanisms and allocation of surplus.",,,db/journals/jet/jet140.html#KosenokS08,140,2008.0
31784,Jerry Tsai|Jessica A. Wachter,,0000-0003-4162-7750,,,,,,,,,https://doi.org/10.1016/j.jet.2018.07.008,,,J. Econ. Theory,journals/jet/TsaiW18,2020-02-24,,,,,848-878,,,,,Pricing long-lived securities in dynamic endowment economies.,,,db/journals/jet/jet177.html#TsaiW18,177,2018.0
31785,Frank H. Page Jr.|Myrna Holtz Wooders|Samir Kamat,,,,,,,,,,,https://doi.org/10.1016/j.jet.2004.02.007,,,J. Econ. Theory,journals/jet/PageWK05,2020-02-24,,,,2,257-269,,,,,Networks and farsighted stability.,,,db/journals/jet/jet120.html#PageWK05,120,2005.0
31786,Adam Brandenburger|Amanda Friedenberg,,,,,,,,,,,https://doi.org/10.1016/j.jet.2009.11.003,,,J. Econ. Theory,journals/jet/BrandenburgerF10,2020-02-24,,,,2,785-811,,,,,Self-admissible sets.,,,db/journals/jet/jet145.html#BrandenburgerF10,145,2010.0
31787,Ron Siegel,,,,,,,,,,,https://doi.org/10.1016/j.jet.2014.03.003,,,J. Econ. Theory,journals/jet/Siegel14,2020-02-24,,,,,684-702,,,,,Asymmetric all-pay auctions with interdependent valuations.,,,db/journals/jet/jet153.html#Siegel14,153,2014.0
31788,William H. Sandholm,,,,,,,,,,,https://doi.org/10.1016/j.jet.2009.02.004,,,J. Econ. Theory,journals/jet/Sandholm09,2020-02-24,,,,4,1710-1725,,,,,Large population potential games.,,,db/journals/jet/jet144.html#Sandholm09,144,2009.0
31789,Fausto Gozzi|Mauro Bambi|Omar Licandro,,0000-0002-9929-850X,,,,,,,,,https://doi.org/10.1016/j.jet.2014.08.004,,,J. Econ. Theory,journals/jet/BambiGL14,2020-02-24,,,,,68-111,,,,,Endogenous growth and wave-like business fluctuations.,,,db/journals/jet/jet154.html#BambiGL14,154,2014.0
31790,Andrzej Skrzypacz|Qingmin Liu,,,,,,,,,,,https://doi.org/10.1016/j.jet.2013.12.014,,,J. Econ. Theory,journals/jet/LiuS14,2020-02-24,,,,,2-29,,,,,Limited records and reputation bubbles.,,,db/journals/jet/jet151.html#LiuS14,151,2014.0
31791,Hikmet Gunay|Manaswini Bhalla|Masaki Aoyagi,,0000-0003-0647-3733,,,,,,,,,https://doi.org/10.1016/j.jet.2016.05.005,,,J. Econ. Theory,journals/jet/AoyagiBG16,2020-02-24,,,,,565-600,,,,,Social learning and delay in a dynamic model of price competition.,,,db/journals/jet/jet165.html#AoyagiBG16,165,2016.0
31792,Olivier Compte,,,,,,,,,,,https://doi.org/10.1006/jeth.2001.2867,,,J. Econ. Theory,journals/jet/Compte02,2020-02-24,,,,1,106-150,,,,,On Sustaining Cooperation without Public Observations.,,,db/journals/jet/jet102.html#Compte02,102,2002.0
31793,Paul A. Grout|Silvia Sonderegger|Sébastien Mitraille,,0000-0001-8856-449X,,,,,,,,,https://doi.org/10.1016/j.jet.2015.09.006,,,J. Econ. Theory,journals/jet/GroutMS15,2020-02-24,,,,,517-535,,,,,The costs and benefits of coordinating with a different group.,,,db/journals/jet/jet160.html#GroutMS15,160,2015.0
31794,David Martimort|Lars Stole,,,,,,,,,,,https://doi.org/10.1016/j.jet.2008.06.010,,,J. Econ. Theory,journals/jet/MartimortS09,2020-02-24,,,,2,604-634,,,,,Selecting equilibria in common agency games.,,,db/journals/jet/jet144.html#MartimortS09,144,2009.0
31795,Costas Azariadis|Leo Kaas,,,,,,,,,,,https://doi.org/10.1016/j.jet.2012.08.004,,,J. Econ. Theory,journals/jet/AzariadisK13,2020-02-24,,,,2,806-824,,,,,Endogenous credit limits with small default costs.,,,db/journals/jet/jet148.html#AzariadisK13,148,2013.0
31796,Jaime Luque|Jean-Marc Bottazzi|Mário R. Páscoa,,,,,,,,,,,https://doi.org/10.1016/j.jet.2010.11.004|https://www.wikidata.org/entity/Q29391551,,,J. Econ. Theory,journals/jet/BottazziLP12,2020-02-24,,,,2,477-500,,,,,"Securities market theory: Possession, repo and rehypothecation.",,,db/journals/jet/jet147.html#BottazziLP12,147,2012.0
31797,Daniel Friedman|Ed Hopkins|Timothy N. Cason,,0000-0001-9809-0312,,,,,,,,,https://doi.org/10.1016/j.jet.2010.08.011,,,J. Econ. Theory,journals/jet/CasonFH10,2020-10-26,,,,6,2309-2331,,,,,Testing the TASP: An experimental investigation of learning in games with unstable equilibria.,,,db/journals/jet/jet145.html#CasonFH10,145,2010.0
31798,P. Jean-Jacques Herings,,0000-0002-1100-8601,,,,,,,,,https://doi.org/10.1016/j.jet.2018.06.004,,,J. Econ. Theory,journals/jet/Herings18,2020-02-24,,,,,222-244,,,,,Equilibrium and matching under price controls.,,,db/journals/jet/jet177.html#Herings18,177,2018.0
31799,Pietro Dindo,,0000-0002-8563-8630,,,,,,,,,https://doi.org/10.1016/j.jet.2019.02.002,,,J. Econ. Theory,journals/jet/Dindo19,2020-02-24,,,,,1-43,,,,,Survival in speculative markets.,,,db/journals/jet/jet181.html#Dindo19,181,2019.0
31800,Eyal Winter|Hamid Sabourian|Parimal Kanti Bag,,0000-0002-4318-1759,,,,,,,,,https://doi.org/10.1016/j.jet.2008.11.012,,,J. Econ. Theory,journals/jet/BagSW09,2020-02-24,,,,3,1278-1299,,,,,"Multi-stage voting, sequential elimination and Condorcet consistency.",,,db/journals/jet/jet144.html#BagSW09,144,2009.0
31801,Drew Fudenberg|Yuichi Yamamoto,,,,,,,,,,,https://doi.org/10.1016/j.jet.2011.03.003,,,J. Econ. Theory,journals/jet/FudenbergY11a,2020-02-24,,,,5,1733-1769,,,,,Learning from private information in noisy repeated games.,,,db/journals/jet/jet146.html#FudenbergY11a,146,2011.0
31802,Benjamin Van Roy|C. Lanier Benkard|Gabriel Y. Weintraub,,,,,,,,,,,https://doi.org/10.1016/j.jet.2011.05.007,,,J. Econ. Theory,journals/jet/WeintraubBR11,2020-02-24,,,,5,1965-1994,,,,,Industry dynamics: Foundations for models with an infinite number of firms.,,,db/journals/jet/jet146.html#WeintraubBR11,146,2011.0
31803,Antonio Molina-Abraldes|Juan Pintos-Clapés,,,,,,,,,,,https://doi.org/10.1016/S0022-0531(03)00094-2,,,J. Econ. Theory,journals/jet/Molina-AbraldesP03,2020-02-24,,,,2,235-252,,,,,A complete characterization of Pareto optimality for general OLG economies.,,,db/journals/jet/jet113.html#Molina-AbraldesP03,113,2003.0
31804,Debraj Ray|Roy Radner,,,,,,,,,,,https://doi.org/10.1016/j.jet.2003.08.002,,,J. Econ. Theory,journals/jet/RadnerR03,2020-02-24,,,,2,365-368,,,,,Robert W. Rosenthal.,,,db/journals/jet/jet112.html#RadnerR03,112,2003.0
31805,René van den Brink,,0000-0001-8570-3706,,,,,,,,,https://doi.org/10.1016/j.jet.2006.09.008,,,J. Econ. Theory,journals/jet/Brink07,2020-02-24,,,,1,767-775,,,,,Null or nullifying players: The difference between the Shapley value and equal division solutions.,,,db/journals/jet/jet136.html#Brink07,136,2007.0
31806,Boyan Jovanovic|Yuri Yatsenko,,0000-0003-4622-9241,,,,,,,,,https://doi.org/10.1016/j.jet.2010.10.017,,,J. Econ. Theory,journals/jet/JovanovicY12,2020-02-24,,,,2,551-569,,,,,Investment in vintage capital.,,,db/journals/jet/jet147.html#JovanovicY12,147,2012.0
31807,Atsushi Kajii|Ben Polak|Simon Grant,,,,,,,,,,,https://doi.org/10.1006/jeth.2000.2644,,,J. Econ. Theory,journals/jet/GrantKP00,2020-02-24,,,,2,169-197,,,,,Decomposable Choice under Uncertainty.,,,db/journals/jet/jet92.html#GrantKP00,92,2000.0
31808,S. Nageeb M. Ali,,,,,,,,,,,https://doi.org/10.1016/j.jet.2005.04.003,,,J. Econ. Theory,journals/jet/Ali06,2020-02-24,,,,1,109-137,,,,,Waiting to settle: Multilateral bargaining with subjective biases.,,,db/journals/jet/jet130.html#Ali06,130,2006.0
31809,Lars Ehlers,,,,,,,,,,,https://doi.org/10.1006/jeth.2001.2813,,,J. Econ. Theory,journals/jet/Ehlers02a,2020-02-24,,,,2,298-317,,,,,Coalitional Strategy-Proof House Allocation.,,,db/journals/jet/jet105.html#Ehlers02a,105,2002.0
31810,Kevin L. Reffett|Lukasz Balbus|Lukasz Wozny,,0000-0002-4777-0163,,,,,,,,,https://doi.org/10.1016/j.jet.2013.09.005,,,J. Econ. Theory,journals/jet/BalbusRW14,2020-10-26,,,,,815-840,,,,,A constructive study of Markov equilibria in stochastic games with strategic complementarities.,,,db/journals/jet/jet150.html#BalbusRW14,150,2014.0
